Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue
Aug,8,2,2,2,New_Visitor,False,0.0,0.0,0.0,0.0,29.0,986.46246,0.0,0.05,0.0,0.0,False
Oct,1,2,5,6,Returning_Visitor,False,0.0,0.0,0.0,0.0,17.0,525.6176,0.0,0.027769465,0.0,0.0,False
Feb,2,1,1,8,Returning_Visitor,True,7.0,0.0,0.0,0.0,42.0,2003.224,0.0,0.007167461,0.0,0.0,False
Mar,2,4,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,21.0,178.0411,0.0,0.03333333,0.0,0.0,False
Dec,2,2,2,4,Returning_Visitor,False,4.0,0.0,0.0,0.0,19.0,283.81805,0.0,0.025,0.0,0.0,False
Nov,3,2,3,2,Returning_Visitor,False,4.0,491.23227,1.0,0.0,62.0,8412.445,0.0,0.052178804,0.0,0.0,False
Mar,2,2,3,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,32.0,1569.6732,0.0,0.020735784,0.0,0.0,False
Dec,2,2,1,3,Returning_Visitor,False,3.0,15.0,2.0,0.0,52.0,2113.4565,0.0,0.02,0.0,0.0,False
May,2,2,2,4,Returning_Visitor,False,2.0,0.0,2.0,0.0,139.0,4344.53,0.2,0.014285714,48.155167,0.0,True
May,3,2,1,2,Returning_Visitor,False,0.0,0.0,2.0,72.326584,32.0,1501.0574,0.0046871165,0.007753219,0.0,0.0,False
Dec,1,2,3,6,Returning_Visitor,True,0.0,0.0,1.0,0.0,16.0,736.5807,0.01873986,0.035662234,0.0,0.0,True
May,2,2,5,10,Returning_Visitor,False,1.0,0.0,2.0,596.9894,45.0,1609.8988,0.0125,0.03333333,0.0,0.0,False
Nov,2,2,1,8,Returning_Visitor,False,2.0,214.39337,0.0,0.0,62.0,2226.5984,0.0,0.01726605,0.0,0.0,False
Oct,2,2,3,1,Returning_Visitor,False,6.0,76.50145,0.0,0.0,60.0,3432.349,0.05,0.021273695,0.0,0.0,False
Dec,2,4,3,5,Returning_Visitor,False,4.0,827.50073,0.0,0.0,15.0,3635.2124,0.2,0.044444446,0.0,0.0,False
Jul,2,2,5,1,Other,False,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0125,0.0,0.0,False
May,3,2,9,6,Returning_Visitor,False,1.0,333.09628,0.0,0.0,40.0,2862.7324,0.0,0.028711764,0.0,0.0,False
Nov,1,1,2,1,Returning_Visitor,True,3.0,0.0,0.0,0.0,42.0,1898.575,0.0,0.018109176,0.0,0.0,False
May,3,2,3,2,Returning_Visitor,False,4.0,0.0,0.0,0.0,29.0,721.5488,0.017226668,0.0052617127,14.7294035,0.0,False
May,2,2,3,10,Returning_Visitor,False,5.0,0.0,0.0,0.0,17.0,321.07495,0.0,0.010526316,0.0,0.0,True
Oct,2,8,1,1,Returning_Visitor,False,5.0,0.0,0.0,0.0,143.0,2098.0774,0.0,0.014763732,0.0,0.0,False
Mar,2,2,6,8,Returning_Visitor,True,1.0,0.0,0.0,0.0,15.0,301.78943,0.0,0.04072467,0.0,0.0,False
Jul,1,2,6,6,Returning_Visitor,True,0.0,0.0,0.0,0.0,42.0,1662.8523,0.0,0.010470141,0.0,0.0,False
Dec,3,5,1,3,Returning_Visitor,False,2.0,0.0,2.0,0.0,23.0,504.1206,0.2,0.047172748,0.0,0.0,True
May,8,8,1,2,Returning_Visitor,False,9.0,475.9289,0.0,19.519943,7.0,296.76093,0.0,0.05,59.124336,0.0,False
Nov,2,6,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,163.0,13632.433,0.036051862,0.018432152,0.0,0.0,False
Oct,3,1,3,3,Returning_Visitor,True,0.0,0.0,2.0,0.0,11.0,445.50516,0.2,0.085911445,0.0,0.8,False
Nov,2,2,3,4,Returning_Visitor,False,2.0,0.0,3.0,352.80338,34.0,303.51733,0.0,0.029296821,0.0,0.0,True
May,2,1,1,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,13.0,165.95844,0.0105093075,0.05552104,0.0,0.0,False
Dec,2,2,3,2,Returning_Visitor,False,0.0,64.29593,0.0,0.0,7.0,202.64767,0.008333333,0.114197515,43.983044,0.0,False
May,8,2,2,2,New_Visitor,False,1.0,0.0,0.0,0.0,23.0,1839.4426,0.0,0.0048332405,77.89394,0.0,True
Mar,2,2,1,2,Returning_Visitor,True,2.0,0.0,0.0,0.0,63.0,1711.5999,0.0,0.029370489,0.0,0.0,True
Mar,1,2,3,3,Returning_Visitor,False,1.0,0.0,0.0,0.0,15.0,344.83182,0.0025925126,0.055555556,0.0,0.0,False
Nov,2,2,1,3,Returning_Visitor,False,1.0,0.0,0.0,0.0,19.0,482.66833,0.0021271117,0.049295053,0.0,0.0,False
Mar,2,2,3,2,Returning_Visitor,True,1.0,0.0,0.0,0.0,73.0,3283.2332,0.0,0.016666668,0.0,0.0,False
Mar,3,2,3,3,Returning_Visitor,False,0.0,0.0,1.0,0.0,41.0,812.98834,0.0,0.03333333,0.0,0.0,False
May,1,2,6,5,Returning_Visitor,False,0.0,0.0,1.0,0.0,22.0,1683.074,0.0,0.027777778,41.982452,0.0,False
Nov,1,2,7,8,Returning_Visitor,False,1.0,116.75092,1.0,0.0,107.0,5513.6597,0.2,0.044444446,0.0,0.0,True
May,3,1,4,2,Returning_Visitor,False,0.0,0.0,2.0,0.0,15.0,673.6069,0.0,0.024886908,0.0,0.0,False
Nov,8,2,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,25.0,1193.2562,0.0,0.0076891393,0.0,0.0,False
Oct,2,4,4,3,Returning_Visitor,False,4.0,0.0,0.0,0.0,27.0,2828.1858,0.0,0.05169673,0.0,0.0,False
May,2,2,3,10,Returning_Visitor,False,8.0,0.0,0.0,0.0,52.0,2251.9446,0.0,0.007254605,0.0,0.0,False
Nov,2,2,4,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,37.0,1285.205,0.0,0.017490761,0.0,0.0,False
May,2,1,9,1,Returning_Visitor,False,2.0,0.0,0.0,0.0,37.0,1243.8259,0.0,0.03333333,0.0,0.0,False
May,1,2,4,2,Returning_Visitor,False,9.0,676.35614,1.0,0.0,13.0,169.84108,0.018181818,0.035338435,0.0,0.0,False
Sep,2,2,3,4,Returning_Visitor,False,3.0,0.0,0.0,0.0,20.0,889.9192,0.0018304839,0.05,31.235973,0.0,False
May,2,2,3,4,Returning_Visitor,False,1.0,0.0,0.0,0.0,60.0,2084.438,0.0,0.016666668,0.0,0.0,False
May,2,2,8,2,Returning_Visitor,False,4.0,268.1325,0.0,0.0,37.0,2193.6719,0.0,0.0079435725,0.0,0.0,False
Sep,2,2,9,2,Returning_Visitor,False,1.0,0.0,1.0,0.0,67.0,3195.8027,0.0,0.016666668,0.0,0.0,False
May,2,4,3,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,16.0,792.5979,0.0,0.05,0.0,0.0,False
Mar,3,2,3,2,New_Visitor,False,3.0,0.0,0.0,0.0,5.0,19.0,0.2,0.028177533,0.0,0.0,False
Nov,3,4,6,10,Returning_Visitor,False,6.0,289.02884,0.0,0.0,10.0,269.88882,0.0,0.019559113,78.47833,0.0,False
Dec,3,2,4,3,Returning_Visitor,False,4.0,19.88499,1.0,0.0,28.0,1028.2028,0.0,0.011225092,0.0,0.0,False
May,2,2,1,2,Returning_Visitor,False,0.0,0.0,1.0,0.0,33.0,293.1573,0.0,0.003816233,0.0,0.4,False
Nov,8,2,1,2,Returning_Visitor,False,0.0,0.0,1.0,773.78076,144.0,4075.5593,0.0011961465,0.03333333,0.0,0.0,False
Nov,2,1,4,3,New_Visitor,True,2.0,0.0,0.0,0.0,19.0,751.9109,0.0,0.02,0.0,0.0,True
May,1,2,3,4,Returning_Visitor,False,0.0,15.0,2.0,0.0,20.0,932.4753,0.0,0.026666667,0.0,0.0,False
Dec,2,2,2,13,Returning_Visitor,False,1.0,0.0,0.0,0.0,27.0,1119.5221,0.0,0.02142857,0.0,0.0,True
Dec,2,2,1,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,11.0,602.52246,0.2,0.1,0.0,0.0,False
Nov,1,9,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,66.0,1763.3239,0.0,0.01043364,0.0,0.0,False
Nov,1,2,6,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,22.0,288.75027,0.12,0.0034608329,0.0,0.0,False
Dec,2,5,9,13,Returning_Visitor,False,4.0,0.0,1.0,0.0,47.0,2893.2244,0.0012940577,0.028571429,0.0,0.0,False
Nov,2,1,4,13,Returning_Visitor,True,1.0,33.182514,0.0,0.0,12.0,679.724,0.0,0.025,0.0,0.0,False
May,2,4,1,2,Returning_Visitor,False,4.0,25.88731,2.0,0.0,86.0,2183.0417,0.2,0.06,79.601585,0.0,False
Jul,2,1,7,1,New_Visitor,False,4.0,28.233482,1.0,0.0,20.0,267.9058,0.0,0.023556495,0.0,0.0,False
May,2,4,2,6,Returning_Visitor,False,0.0,0.0,0.0,0.0,15.0,570.45624,0.0,0.05268419,0.0,0.0,True
Dec,3,1,1,7,Returning_Visitor,False,9.0,0.0,1.0,0.0,33.0,766.05493,0.0,0.022535954,0.0,0.0,True
Mar,4,1,3,2,Returning_Visitor,False,1.0,0.0,4.0,0.0,25.0,235.45186,0.2,0.0662873,0.0,0.0,False
Nov,2,2,3,3,Returning_Visitor,False,3.0,117.465065,2.0,0.0,46.0,1164.133,0.0,0.008407568,0.0,0.0,False
May,2,2,2,2,Returning_Visitor,False,0.0,0.0,2.0,0.0,60.0,1434.9476,0.2,0.014716106,184.23213,0.0,False
May,2,2,1,8,Returning_Visitor,False,2.0,255.87157,1.0,0.0,40.0,1596.9332,0.0,0.010600464,27.196045,0.0,False
Dec,2,2,1,1,Returning_Visitor,False,0.0,0.0,1.0,0.0,31.0,1324.1956,0.2,0.05,0.0,0.0,False
May,2,4,1,5,Returning_Visitor,False,14.0,105.443565,4.0,0.0,6.0,197.13844,0.006746549,0.04462817,0.0,0.0,False
Nov,2,1,1,3,Returning_Visitor,False,9.0,0.0,0.0,0.0,82.0,2318.1077,0.0,0.015288507,0.0,0.0,True
Dec,8,1,8,4,Returning_Visitor,False,2.0,0.0,3.0,0.0,78.0,2630.4446,0.0,0.01983844,0.0,0.0,False
Nov,1,2,4,3,New_Visitor,False,2.0,0.0,1.0,0.0,14.0,785.2278,0.012121013,0.04,0.0,0.0,False
Dec,2,1,4,1,Returning_Visitor,False,7.0,80.60255,0.0,0.0,230.0,3027.483,0.02,0.013333333,106.25134,0.0,True
Oct,2,2,7,2,Returning_Visitor,False,8.0,566.22095,1.0,0.0,35.0,2213.6304,0.010434204,0.053215083,0.0,0.0,False
Nov,2,4,1,2,Returning_Visitor,False,7.0,817.3904,0.0,0.0,56.0,1441.9675,0.029354447,0.04,0.0,0.0,True
May,3,2,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,23.0,320.89642,0.2,0.023835322,0.0,0.0,True
Mar,2,2,1,1,Returning_Visitor,False,7.0,0.0,0.0,0.0,81.0,1372.375,0.0,0.005360688,32.118988,0.0,False
May,2,2,3,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,8.0,364.52045,0.09728261,0.05,0.0,0.0,False
Nov,2,2,7,3,Other,True,1.0,0.0,0.0,0.0,12.0,1261.7996,0.05,0.055370778,0.0,0.0,False
Dec,3,2,4,1,New_Visitor,True,0.0,0.0,0.0,0.0,31.0,1294.3699,0.2,0.020843036,0.0,0.0,False
May,1,2,3,5,New_Visitor,False,0.0,0.0,0.0,0.0,112.0,2111.2764,0.0,0.026495827,1.7796896,0.0,False
May,3,2,9,4,Returning_Visitor,False,4.0,50.617718,0.0,0.0,12.0,336.99066,0.0,0.022945376,0.0,0.0,False
Mar,2,2,6,2,Returning_Visitor,False,2.0,49.426617,0.0,0.0,16.0,578.2939,0.0,0.009289958,0.0,0.0,False
Nov,2,2,5,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,4.0,106.84284,0.2,0.1,0.0,0.0,False
Oct,2,2,6,1,Returning_Visitor,False,0.0,0.0,1.0,349.44888,97.0,2937.3794,0.0,0.030612858,0.0,0.0,False
May,2,2,3,3,Returning_Visitor,False,12.0,162.13402,0.0,0.0,21.0,680.0764,0.0,0.015899923,0.0,0.0,False
Sep,2,2,2,3,New_Visitor,False,0.0,4.738595,1.0,0.0,21.0,1079.9509,0.0,0.01202465,0.0,0.0,True
Nov,2,2,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,41.0,1819.7781,0.021142863,0.025366291,0.0,0.0,False
Jul,2,3,3,20,Returning_Visitor,False,2.0,127.59381,1.0,0.0,40.0,4780.7427,0.0,0.027855948,0.0,0.0,False
May,1,2,6,1,Returning_Visitor,False,4.0,113.23648,0.0,0.0,22.0,445.0816,0.0,0.040349536,5.6208014,0.0,True
Mar,3,3,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,2.0,755.0018,0.0,0.021838373,0.0,0.0,False
May,8,2,1,2,Returning_Visitor,False,2.0,46.978615,0.0,0.0,14.0,1842.9515,0.2,0.06472771,27.785355,1.0,False
May,2,2,1,6,Returning_Visitor,False,1.0,0.0,2.0,1434.0323,106.0,4417.305,0.0,0.022222223,0.0,0.0,True
Dec,8,2,3,2,Returning_Visitor,True,7.0,0.0,7.0,24.416204,30.0,139.47571,0.096645236,0.06666667,0.0,0.0,False
May,2,2,4,1,Returning_Visitor,True,3.0,0.0,0.0,0.0,12.0,332.3939,0.0,0.016172567,0.0,0.0,False
Nov,2,1,6,2,Returning_Visitor,False,10.0,444.1389,0.0,0.0,17.0,1041.3256,0.0,0.015809437,0.0,0.0,False
Dec,4,2,2,4,Returning_Visitor,True,4.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,False
May,4,1,2,10,Returning_Visitor,False,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.05,0.0,0.0,False
Nov,2,2,4,2,Returning_Visitor,True,2.0,0.0,0.0,0.0,59.0,1978.1871,0.2,0.08915096,10.820869,0.0,False
