Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue
Nov,1,2,1,2,Returning_Visitor,True,8.0,0.0,1.0,0.0,94.0,2004.1892,0.0,0.01167724,0.0,0.0,False
Mar,2,5,9,1,Returning_Visitor,False,2.0,0.0,0.0,0.0,35.0,927.212,0.0,0.004444444,0.0,0.0,False
Dec,2,2,5,3,Returning_Visitor,False,8.0,66.76931,1.0,0.0,31.0,1844.2806,0.0,0.017188704,0.0,0.0,True
Dec,3,1,1,2,Returning_Visitor,False,5.0,174.2834,0.0,0.0,58.0,3368.4192,0.0,0.016577857,0.0,0.0,False
Nov,1,10,1,2,Returning_Visitor,False,10.0,400.71783,4.0,624.95135,44.0,5280.3916,0.0038463539,0.025,0.0,0.0,False
May,2,2,6,1,Returning_Visitor,False,3.0,76.699326,1.0,0.0,37.0,1208.4033,0.0,0.016701302,0.0,0.0,False
Dec,1,2,3,2,Returning_Visitor,False,0.0,0.0,0.0,15.650951,6.0,183.95534,0.2,0.2,0.0,0.0,False
Nov,2,1,1,2,Returning_Visitor,True,0.0,98.84716,1.0,0.0,37.0,853.14636,0.0,0.0026426713,3.0015721,0.0,False
May,1,2,7,3,New_Visitor,False,0.0,0.0,0.0,0.0,24.0,358.61856,0.0,0.009090909,0.0,0.0,False
Mar,3,3,1,3,Returning_Visitor,False,1.0,968.17303,3.0,784.20197,33.0,845.716,0.0,0.025,0.0,0.0,False
Jul,1,2,1,1,Returning_Visitor,True,0.0,0.0,0.0,0.0,98.0,3082.9275,0.0,0.014285714,0.0,0.0,False
Nov,1,2,3,6,Returning_Visitor,False,2.0,0.0,3.0,0.0,43.0,1708.9266,0.03333333,0.027789393,0.0,0.0,False
Sep,2,4,3,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,33.0,907.21136,0.03333333,0.1,0.0,0.0,False
Aug,4,6,9,13,Returning_Visitor,True,2.0,0.0,0.0,0.0,46.0,2212.1604,0.1,0.06666667,0.0,0.0,False
Feb,1,2,3,1,Returning_Visitor,False,3.0,0.0,3.0,0.0,14.0,759.95386,0.0,0.010829889,23.709484,0.0,False
Nov,2,4,1,3,Returning_Visitor,False,2.0,0.0,0.0,0.0,4.0,2369.6042,0.0,0.021461567,13.686268,0.0,False
Dec,3,2,3,2,Returning_Visitor,False,0.0,0.0,1.0,146.12315,12.0,393.96207,0.2,0.03873412,0.0,0.0,True
Jul,3,2,2,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,11.0,178.16249,0.020030519,0.12180249,0.0,0.0,False
Nov,1,2,1,1,Returning_Visitor,False,3.0,0.0,0.0,0.0,17.0,553.3775,0.0,0.035265043,0.0,0.0,False
Mar,2,2,6,13,Returning_Visitor,False,7.0,1605.2892,1.0,0.0,32.0,416.2294,0.0,0.009090909,0.0,0.0,False
Jul,1,2,3,4,Returning_Visitor,True,5.0,0.0,6.0,0.0,61.0,1494.0997,0.0,0.023764806,0.0,0.0,False
Nov,2,2,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,38.0,590.71234,0.0,0.018181818,0.0,0.0,True
May,1,2,6,2,Returning_Visitor,False,0.0,0.0,4.0,0.0,44.0,1087.7737,0.008333333,0.019054186,0.0,0.0,False
May,2,2,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,26.0,2862.0286,0.0,0.01185771,13.150314,0.0,False
May,3,2,2,2,Returning_Visitor,False,1.0,0.0,1.0,0.0,51.0,1785.0635,0.2,0.029983222,0.0,0.0,True
May,2,2,3,20,Returning_Visitor,False,0.0,68.07525,0.0,0.0,23.0,869.76825,0.2,0.02787549,0.0,0.0,False
Mar,1,2,1,2,Returning_Visitor,False,1.0,91.08682,0.0,0.0,10.0,443.45468,0.2,0.025,0.0,0.0,False
Aug,3,2,3,3,Returning_Visitor,False,10.0,603.025,0.0,0.0,14.0,1913.5771,0.0,0.03390944,0.0,0.0,False
May,2,2,6,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,13.0,448.24872,0.06658005,0.05,0.0,0.0,False
Nov,2,1,1,1,Returning_Visitor,False,3.0,107.0836,1.0,0.0,27.0,2612.255,0.007692308,0.01,0.0,0.0,False
Nov,2,2,2,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,16.0,454.4247,0.2,0.15,0.0,0.0,True
Mar,1,2,1,3,Returning_Visitor,True,4.0,0.0,0.0,0.0,3.0,81.19853,0.025,0.018181818,0.0,0.0,False
Nov,3,2,6,2,New_Visitor,False,2.0,67.022316,0.0,0.0,6.0,46.988266,0.0,0.0749508,0.0,0.0,False
June,8,2,1,9,Returning_Visitor,False,5.0,0.0,0.0,0.0,16.0,1870.447,0.2,0.04506326,0.0,0.0,False
Oct,2,6,4,2,Returning_Visitor,False,1.0,0.0,0.0,0.0,4.0,159.65219,0.0,0.05,0.0,0.0,False
May,2,2,9,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,15.0,224.64034,0.0,0.046160903,0.0,0.0,False
May,2,2,6,1,Returning_Visitor,False,1.0,0.0,0.0,0.0,7.0,1593.663,0.0,0.040119454,24.588316,0.0,False
Sep,3,2,1,8,Returning_Visitor,False,0.0,0.0,2.0,0.0,16.0,793.1953,0.0,0.0375,0.0,0.0,False
June,1,2,1,2,Returning_Visitor,True,0.0,59.58942,0.0,0.0,10.0,150.97154,0.0,0.07312529,0.0,0.0,False
Nov,2,9,1,1,Returning_Visitor,False,1.0,26.424763,7.0,0.0,32.0,112.25209,0.0,0.0,0.0,0.0,False
Nov,2,2,2,2,Returning_Visitor,False,2.0,0.0,0.0,0.0,87.0,1150.3928,0.0,0.03333333,0.0,0.0,True
May,8,2,1,3,Returning_Visitor,True,18.0,357.21646,0.0,0.0,80.0,5176.7246,0.0,0.03,0.0,0.0,False
Mar,2,2,1,4,Returning_Visitor,True,6.0,513.60535,1.0,0.0,33.0,348.57666,0.001355582,0.04619506,0.0,0.0,False
Aug,2,2,9,2,Returning_Visitor,False,14.0,214.36412,0.0,0.0,37.0,2297.3665,0.2,0.04558347,0.0,0.0,False
June,2,2,9,2,Returning_Visitor,False,2.0,0.0,4.0,0.0,229.0,6079.8545,0.025362637,0.015793283,0.0,0.0,False
Nov,2,8,1,2,Returning_Visitor,False,6.0,419.31396,0.0,0.0,30.0,889.2259,0.0072899023,0.01,0.0,0.0,False
Nov,3,2,1,1,Returning_Visitor,False,2.0,0.0,0.0,0.0,49.0,2640.6978,0.008988795,0.03333333,0.0,0.0,False
May,2,1,1,1,Returning_Visitor,False,3.0,0.0,2.0,0.0,165.0,13169.695,0.0,0.013333333,0.0,1.0,False
Mar,4,6,4,1,Returning_Visitor,True,5.0,0.0,0.0,0.0,16.0,933.20215,0.012324443,0.05,0.0,0.0,False
May,2,2,1,3,Returning_Visitor,False,6.0,24.135248,2.0,0.0,53.0,1064.3068,0.006666667,0.03333333,0.0,0.0,False
Aug,2,2,6,1,Returning_Visitor,False,1.0,0.0,2.0,0.0,36.0,488.9033,0.02854387,0.013333333,0.0,0.0,False
Aug,3,2,1,3,Returning_Visitor,False,1.0,0.0,0.0,0.0,12.0,853.4027,0.035367925,0.07157805,0.0,0.0,False
May,2,2,1,3,New_Visitor,False,0.0,0.0,0.0,0.0,28.0,1509.0659,0.0,0.0046821497,0.0,0.0,False
Sep,2,2,1,2,New_Visitor,False,6.0,0.0,3.0,195.62242,14.0,2494.076,0.028571429,0.0374139,0.0,0.0,True
Dec,4,1,4,2,Returning_Visitor,False,7.0,754.3391,5.0,961.45325,50.0,659.15314,0.0,0.06666667,0.0,0.0,False
Aug,2,2,2,1,Returning_Visitor,False,4.0,34.958282,0.0,0.0,14.0,132.27206,0.023814533,0.01622696,0.0,0.0,False
Sep,2,4,3,1,Returning_Visitor,False,9.0,1457.6299,0.0,0.0,24.0,1051.4672,0.028106412,0.014285714,0.0,0.0,False
Nov,3,7,4,2,Returning_Visitor,False,6.0,0.0,1.0,0.0,74.0,4092.97,0.04998302,0.013630688,0.0,0.0,False
June,3,2,3,2,Returning_Visitor,True,4.0,1535.257,3.0,0.0,74.0,4113.7114,0.0,0.007841013,0.0,0.0,False
May,2,2,7,3,Returning_Visitor,False,6.0,0.0,0.0,0.0,24.0,360.03647,0.020013109,0.010968168,0.0,0.0,False
Mar,1,2,1,2,Returning_Visitor,False,3.0,35.944336,2.0,0.0,10.0,349.55814,0.0,0.021435976,0.0,0.0,False
May,2,5,5,3,Returning_Visitor,False,3.0,0.0,4.0,0.0,27.0,1732.9479,0.0,0.1177145,0.0,0.8,False
Mar,3,2,1,14,New_Visitor,False,3.0,0.0,3.0,0.0,13.0,832.2639,0.060726915,0.045910258,0.0,0.0,False
Aug,2,2,8,2,Returning_Visitor,False,3.0,117.539665,0.0,0.0,29.0,1374.7616,0.0,0.018181818,0.0,0.0,False
Nov,3,2,1,3,Returning_Visitor,True,0.0,0.0,0.0,0.0,9.0,409.88663,0.016666668,0.026615705,80.0352,0.0,False
Dec,2,2,9,13,Returning_Visitor,False,1.0,0.0,3.0,121.6545,4.0,239.86957,0.0,0.052667946,0.0,0.0,False
Mar,2,1,1,1,Returning_Visitor,False,1.0,0.0,3.0,0.0,22.0,239.00877,0.0457471,0.05268339,0.0,0.0,False
May,1,1,1,13,Returning_Visitor,False,6.0,0.0,0.0,0.0,62.0,1229.8268,0.0,0.011030473,0.0,0.0,False
Jul,3,2,5,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,81.0,5021.4204,0.0,0.02239607,0.0,0.0,False
Nov,2,1,6,1,Returning_Visitor,False,7.0,0.0,1.0,0.0,47.0,2698.1326,0.0,0.014023789,0.0,0.0,False
June,3,1,1,4,New_Visitor,False,2.0,0.0,0.0,0.0,91.0,2490.7012,0.0,0.025,180.9464,0.0,False
Dec,2,2,3,4,New_Visitor,False,2.0,298.45862,0.0,0.0,26.0,810.017,0.0,0.019532448,0.0,0.0,False
Jul,2,2,1,2,New_Visitor,False,2.0,0.0,2.0,0.0,19.0,458.7222,0.0,0.0037160204,40.36094,0.0,False
Mar,8,2,6,2,Returning_Visitor,False,0.0,0.0,3.0,864.8022,9.0,213.90471,0.0,0.0125,0.0,0.0,False
Nov,3,2,1,3,Returning_Visitor,False,2.0,0.0,7.0,212.4252,31.0,1863.7264,0.005555556,0.035871495,99.86122,0.0,False
Dec,2,2,2,6,Returning_Visitor,False,5.0,1216.4965,1.0,0.0,35.0,2707.411,0.0063841846,0.018178945,0.0,0.0,False
Oct,2,2,3,3,Returning_Visitor,False,9.0,470.63132,0.0,0.0,47.0,1489.0045,0.0,0.031380817,0.0,0.0,False
Nov,3,1,3,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,38.0,1126.1038,0.007497605,0.060608946,0.0,0.0,False
May,2,2,3,4,Returning_Visitor,True,6.0,0.0,2.0,0.0,8.0,316.68835,0.057142857,0.04,0.0,0.0,False
Dec,3,4,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,8.0,547.27747,0.0,0.05,0.0,0.0,False
Aug,1,2,1,1,Returning_Visitor,True,2.0,0.0,0.0,0.0,60.0,1839.9587,0.056334686,0.03333333,0.0,0.0,False
May,2,2,2,2,Returning_Visitor,False,1.0,0.0,0.0,0.0,17.0,577.8407,0.13251323,0.1,0.0,0.0,False
Oct,3,1,4,3,Returning_Visitor,False,3.0,0.0,0.0,0.0,6.0,95.198586,0.0,0.008294234,0.0,0.0,False
May,1,2,3,2,Returning_Visitor,False,8.0,197.67294,0.0,0.0,137.0,2782.2087,0.0,0.0058233086,0.0,0.0,True
May,3,8,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,45.0,1122.3594,0.1,0.04,0.0,0.0,False
May,3,1,8,13,Returning_Visitor,False,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.2,0.0,0.0,False
Jul,2,2,1,1,Returning_Visitor,True,2.0,0.0,1.0,0.0,89.0,2471.6301,0.028571429,0.02,0.0,0.0,True
Nov,2,1,8,1,Returning_Visitor,False,4.0,743.92303,0.0,0.0,17.0,1009.7257,0.0,0.012495565,0.0,0.0,True
May,2,2,2,4,Returning_Visitor,True,1.0,0.0,0.0,0.0,29.0,1726.7689,0.0,0.003875131,0.0,0.0,False
Mar,1,2,3,1,Returning_Visitor,False,2.0,365.206,0.0,0.0,13.0,2233.1738,0.05,0.026361657,0.0,0.0,False
Dec,2,2,3,3,Returning_Visitor,False,3.0,269.562,1.0,0.0,30.0,2051.1362,0.0,0.018953519,0.0,0.0,True
Oct,2,2,4,11,Returning_Visitor,False,0.0,0.0,0.0,0.0,94.0,1068.057,0.0,0.035586257,0.0,0.0,False
May,2,2,2,3,Returning_Visitor,True,6.0,0.0,0.0,0.0,217.0,5625.635,0.2,0.05,0.0,0.0,False
Oct,3,2,6,10,Returning_Visitor,False,7.0,133.22055,2.0,0.0,33.0,2811.7502,0.0,0.001272845,0.0,0.6,False
May,2,2,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,36.0,775.683,0.0,0.042824138,0.0,0.0,False
May,1,1,1,8,Returning_Visitor,False,3.0,0.0,0.0,0.0,49.0,939.2309,0.0,0.01558308,0.0,0.0,False
Sep,2,2,6,1,New_Visitor,False,3.0,36.256325,2.0,0.0,161.0,1542.4775,0.015583527,0.04897463,0.0,0.0,True
Nov,2,2,4,1,Returning_Visitor,True,2.0,0.0,0.0,0.0,18.0,315.3662,0.0,0.05,0.0,0.0,False
Nov,2,2,4,3,Returning_Visitor,False,0.0,18.087736,0.0,0.0,50.0,1324.0968,0.0,0.01618823,0.0,0.0,False
Nov,2,2,9,2,Returning_Visitor,True,1.0,0.0,0.0,0.0,66.0,1120.3441,0.0,0.017566206,0.0,0.0,False
Sep,3,13,1,1,Returning_Visitor,False,1.0,0.0,3.0,191.04172,15.0,151.09981,0.2,0.06395931,0.0,0.0,False
Nov,3,2,1,15,Returning_Visitor,False,0.0,0.0,0.0,0.0,23.0,1063.4818,0.0,0.15950893,0.0,0.0,False
May,2,2,8,2,New_Visitor,False,6.0,82.544685,0.0,0.0,20.0,374.16803,0.0,0.04,0.0,0.0,False
May,2,1,1,2,Returning_Visitor,False,3.0,185.38771,0.0,0.0,89.0,3312.0996,0.0,0.010869465,0.0,0.0,True
May,3,2,1,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,40.0,999.85486,0.2,0.06999897,0.0,0.0,False
Dec,1,2,9,3,New_Visitor,False,1.0,0.0,7.0,0.0,20.0,610.9267,0.0,0.018363936,10.160458,0.0,False
Nov,3,2,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,12.0,123.68322,0.0054021883,0.18276589,0.0,0.0,False
June,4,2,1,2,Returning_Visitor,False,1.0,0.0,0.0,0.0,63.0,2481.754,0.018930512,0.015007311,0.0,0.0,True
May,3,5,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,36.0,2109.6267,0.0,0.027727455,0.0,0.0,False
May,1,6,6,3,Returning_Visitor,False,6.0,60.10395,0.0,0.0,10.0,136.52751,0.0,0.02,0.0,0.0,False
Nov,3,2,7,8,Returning_Visitor,False,3.0,0.0,0.0,0.0,10.0,171.42677,0.0042480873,0.032595094,0.0,0.0,False
Dec,2,2,6,20,Returning_Visitor,True,4.0,30.116747,0.0,0.0,32.0,989.77216,0.017077727,0.022021553,0.0,0.0,False
Jul,1,2,1,13,Returning_Visitor,True,8.0,311.8077,1.0,488.9125,45.0,2024.6848,0.0,0.030730333,0.0,0.0,True
May,2,2,1,1,Returning_Visitor,False,1.0,0.0,6.0,162.96304,163.0,4040.8037,0.0,0.023021953,0.0,0.6,False
May,1,2,3,3,Returning_Visitor,False,4.0,36.944466,0.0,0.0,3.0,0.0,0.0,0.075,0.0,0.0,True
Jul,2,6,4,1,Returning_Visitor,False,0.0,0.0,1.0,0.0,26.0,647.07086,0.0,0.015094563,29.160688,0.0,False
Sep,2,1,1,2,Returning_Visitor,True,3.0,0.0,2.0,0.0,54.0,437.57367,0.0,0.00701583,0.0,0.8,False
May,2,1,3,8,Returning_Visitor,True,0.0,0.0,0.0,0.0,54.0,5963.425,0.0,0.016666668,0.0,0.0,True
Nov,2,1,1,6,Returning_Visitor,True,13.0,0.0,2.0,8.135406,119.0,5455.4077,0.008991186,0.02,0.0,0.0,True
May,3,2,4,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,8.0,47.767403,0.006024767,0.05,0.0,0.0,False
Aug,3,2,7,10,Returning_Visitor,True,3.0,472.52396,0.0,0.0,16.0,99.62807,0.2,0.033816587,0.0,0.0,False
Nov,2,2,3,8,Returning_Visitor,True,0.0,0.0,1.0,0.0,49.0,1515.5895,0.2,0.029678123,0.0,0.0,False
May,2,1,2,2,Returning_Visitor,True,2.0,0.0,0.0,0.0,18.0,242.89108,0.0,0.03333333,0.0,0.0,False
May,3,2,3,2,Returning_Visitor,False,3.0,0.0,0.0,0.0,67.0,6636.9756,0.0,0.007120002,0.0,0.0,False
May,2,2,1,2,Returning_Visitor,False,2.0,0.0,0.0,0.0,58.0,1133.7395,0.0,0.025772393,14.968957,0.0,False
Nov,2,2,6,4,Returning_Visitor,False,5.0,266.8748,4.0,0.0,46.0,2352.2153,0.05,0.03333333,0.0,0.0,False
Jul,2,2,6,3,Returning_Visitor,False,3.0,0.0,1.0,0.0,45.0,2830.6938,0.0,0.047965914,0.0,0.0,False
Nov,1,1,1,2,New_Visitor,False,7.0,70.09509,0.0,0.0,20.0,1554.9918,0.025,0.021852395,0.0,0.0,True
Sep,2,2,3,13,Returning_Visitor,False,8.0,0.0,3.0,0.0,75.0,5323.3823,0.0,0.015674775,0.0,0.0,True
May,2,2,6,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,6.0,221.85307,0.2,0.070194885,0.0,0.0,False
Mar,2,1,1,4,Returning_Visitor,False,3.0,0.0,0.0,0.0,16.0,422.882,0.0,0.036828693,0.0,0.0,False
Nov,2,2,5,1,Returning_Visitor,False,1.0,0.0,0.0,0.0,113.0,2894.6643,0.006896552,0.028593162,0.0,0.0,False
Feb,2,1,1,1,Returning_Visitor,True,1.0,0.0,1.0,0.0,22.0,1340.4438,0.2,0.054559555,95.419014,0.0,False
May,1,2,7,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,44.0,341.85986,0.0,0.0028285035,0.0,0.0,False
Nov,2,1,6,2,Returning_Visitor,True,2.0,0.0,0.0,0.0,74.0,2800.319,0.0,0.0029372845,0.0,0.0,False
Nov,2,2,4,1,Returning_Visitor,False,4.0,139.4531,1.0,0.0,59.0,6379.2515,0.0,0.042370304,171.79369,0.0,False
May,8,1,1,4,Returning_Visitor,True,5.0,101.79478,0.0,0.0,97.0,2727.9878,0.013333333,0.022512507,0.0,0.0,False
May,2,4,6,20,Returning_Visitor,False,2.0,0.0,0.0,0.0,17.0,557.65814,0.0,0.038959462,0.0,0.0,False
Nov,3,2,1,8,Returning_Visitor,False,1.0,0.0,0.0,0.0,17.0,700.6311,0.0,0.017263256,0.0,0.0,False
Sep,2,1,3,13,Returning_Visitor,False,8.0,1239.7421,0.0,0.0,42.0,1683.8687,0.0030565313,0.022231752,25.772873,0.0,False
Aug,2,4,3,2,Returning_Visitor,False,2.0,0.0,0.0,0.0,41.0,2631.4734,0.0,0.02307547,0.0,0.0,False
Oct,3,2,3,13,Returning_Visitor,False,0.0,0.0,0.0,0.0,27.0,1055.267,0.0,0.01864417,0.0,0.0,False
Oct,4,2,4,1,Returning_Visitor,False,5.0,0.0,0.0,0.0,74.0,2160.3186,0.0,0.0166219,23.604155,0.0,False
Nov,2,1,1,1,Returning_Visitor,False,6.0,0.0,0.0,0.0,13.0,652.75574,0.0,0.028571429,0.0,0.0,True
Oct,3,2,1,1,Returning_Visitor,False,3.0,0.0,2.0,0.0,36.0,1867.9669,0.006630496,0.022558596,0.0,0.0,True
Sep,1,2,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,55.0,1394.5516,0.0,0.0125,0.0,0.0,True
Feb,2,4,1,1,Returning_Visitor,True,8.0,72.45276,0.0,74.580345,8.0,35.546463,0.0,0.1,99.39648,0.0,True
May,1,5,1,2,Returning_Visitor,True,14.0,601.5456,1.0,0.0,56.0,542.1968,0.0044514877,0.010375736,0.0,0.0,False
Mar,1,2,6,3,Returning_Visitor,True,1.0,0.0,0.0,0.0,15.0,490.523,0.0025474685,0.038545843,77.54724,0.0,True
May,2,2,1,2,New_Visitor,False,2.0,0.0,0.0,0.0,89.0,6922.913,0.01766585,0.03171264,0.0,1.0,False
May,3,1,2,10,Returning_Visitor,False,2.0,395.07037,0.0,0.0,22.0,1944.9899,0.2,0.014407598,0.0,0.0,False
May,1,2,1,1,Returning_Visitor,False,11.0,1042.7627,0.0,0.0,14.0,129.34698,0.011111111,0.05088566,0.0,0.0,False
May,2,6,1,1,Returning_Visitor,False,4.0,46.561504,3.0,53.21515,41.0,1297.7279,0.005705642,0.013079264,0.0,0.0,True
May,3,2,9,1,Returning_Visitor,True,2.0,0.0,1.0,0.0,60.0,2237.847,0.0,0.016291874,0.0,0.0,True
May,3,2,6,6,Returning_Visitor,False,5.0,0.0,0.0,0.0,60.0,1143.0973,0.0,0.016666668,0.0,0.0,False
June,2,2,3,4,Returning_Visitor,False,0.0,0.0,2.0,0.0,188.0,4211.614,0.0,0.0079158135,0.0,0.0,False
May,2,2,1,6,Returning_Visitor,False,1.0,0.0,1.0,0.0,15.0,157.69711,0.0,0.01772589,0.0,0.0,False
Dec,2,2,4,3,Returning_Visitor,False,1.0,0.0,0.0,0.0,73.0,2716.6436,0.2,0.025,0.0,0.0,True
Mar,2,2,1,3,New_Visitor,False,4.0,0.0,0.0,0.0,37.0,785.1075,0.1,0.03076923,0.0,0.0,False
Mar,2,2,1,1,Returning_Visitor,False,2.0,0.0,0.0,0.0,12.0,688.2207,0.0,0.018451277,0.0,0.0,False
