Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue
Feb,8,2,1,2,Returning_Visitor,True,26.0,0.0,24.0,0.0,0.0,0.0,0.2,0.2,361.76373,1.0,False
Nov,6,7,6,13,New_Visitor,False,0.0,2720.5,24.0,0.0,705.0,0.0,0.2,0.2,0.0,0.0,False
Nov,3,2,9,3,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,0.0,0.0,0.2,0.2,0.0,0.0,False
Mar,5,3,5,8,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,0.0,0.0,0.0,0.0,0.0,1.0,False
May,3,1,3,1,Returning_Visitor,False,26.0,0.0,24.0,0.0,705.0,43171.234,0.2,0.0,0.0,1.0,False
Oct,3,13,8,12,New_Visitor,True,26.0,0.0,24.0,2252.0334,0.0,619.1795,0.0,0.0,361.76373,1.0,False
Mar,3,1,9,4,Returning_Visitor,True,26.0,0.0,24.0,2252.0334,705.0,43171.234,0.2,0.2,361.76373,1.0,False
Nov,3,4,8,2,Returning_Visitor,True,0.0,2720.5,0.0,0.0,705.0,43171.234,0.2,0.2,0.0,0.0,False
Jul,3,1,8,1,Returning_Visitor,False,0.0,2720.5,0.0,0.0,0.0,43171.234,0.2,0.0,0.0,1.0,False
Jul,2,10,9,16,Other,False,26.0,0.0,24.0,2252.0334,0.0,0.0,0.0,0.0,361.76373,0.0,False
Dec,2,7,5,4,Returning_Visitor,True,26.0,2720.5,22.71685,2252.0334,0.0,43171.234,0.2,0.2,361.76373,1.0,False
May,3,4,1,6,Returning_Visitor,False,26.0,2720.5,0.0,2252.0334,0.0,0.0,0.2,0.2,361.76373,1.0,False
Jul,2,2,9,19,Returning_Visitor,False,9.0,2720.5,0.0,2252.0334,0.0,43171.234,0.0,0.0,361.76373,1.0,False
May,6,5,2,18,Returning_Visitor,False,0.0,2720.5,24.0,0.0,2.0,43171.234,0.2,0.0,361.76373,1.0,False
Jul,5,4,1,2,New_Visitor,False,0.0,2720.5,24.0,2252.0334,705.0,0.0,0.0,0.0,361.76373,1.0,True
Dec,3,3,9,1,Returning_Visitor,True,0.0,0.0,1.0,0.0,0.0,43171.234,0.2,0.0,0.0,0.0,False
Mar,2,3,6,13,New_Visitor,True,0.0,2720.5,24.0,0.0,0.0,43171.234,0.2,0.2,0.0,0.0,False
June,4,11,3,19,New_Visitor,True,26.0,0.0,24.0,0.0,20.0,43171.234,0.2,0.2,0.0,1.0,False
Dec,2,5,5,1,Other,False,26.0,1590.955,24.0,0.0,0.0,0.0,0.0,0.0,361.76373,1.0,False
Dec,3,2,9,6,Returning_Visitor,False,0.0,2720.5,0.0,0.0,0.0,43171.234,0.2,0.04765539,361.76373,0.0,False
May,2,10,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,705.0,43171.234,0.0,0.2,361.76373,1.0,False
Sep,8,12,9,2,New_Visitor,True,0.0,0.0,24.0,2252.0334,0.0,43171.234,0.0,0.0,0.0,1.0,False
Nov,1,1,8,2,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,0.0,43171.234,0.2,0.0,0.0,1.0,False
Nov,8,10,7,6,Other,True,0.0,0.0,24.0,0.0,705.0,43171.234,0.2,0.0,361.76373,1.0,False
Sep,5,1,4,7,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,705.0,43171.234,0.2,0.0,361.76373,1.0,False
Sep,4,3,7,17,Other,False,0.0,2720.5,23.150784,0.0,0.0,0.0,0.0,0.0,361.76373,0.0,False
May,5,11,4,18,Returning_Visitor,True,26.0,2720.5,24.0,0.0,0.0,43171.234,0.0,0.0,361.76373,1.0,False
Nov,3,8,7,17,New_Visitor,False,0.0,0.0,24.0,0.0,705.0,0.0,0.0,0.0,0.0,1.0,False
Nov,7,3,4,13,Returning_Visitor,False,0.0,6.508405,24.0,2252.0334,0.0,43171.234,0.2,0.2,361.76373,1.0,False
May,2,4,2,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,0.0,True
May,2,2,2,15,Returning_Visitor,False,26.0,2720.5,0.0,2252.0334,705.0,43171.234,0.0,0.0,0.0,1.0,True
Aug,2,2,7,11,Returning_Visitor,False,0.0,2720.5,0.0,0.0,0.0,0.0,0.2,0.2,361.76373,0.0,False
May,6,6,3,3,Returning_Visitor,True,0.0,2720.5,0.0,2252.0334,705.0,43171.234,0.0,0.2,361.76373,0.0,False
Nov,2,2,9,7,New_Visitor,True,26.0,0.0,0.0,2251.941,0.0,0.0,0.2,0.2,0.0,0.0,False
Aug,2,2,3,13,Other,False,26.0,0.0,24.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
Jul,1,6,1,20,Other,False,0.0,2720.5,0.0,2252.0334,705.0,43171.234,0.2,0.2,361.76373,1.0,False
Sep,3,9,3,20,New_Visitor,False,0.0,0.0,0.0,2252.0334,0.0,0.0,0.2,0.0,361.76373,1.0,False
Dec,7,2,7,6,Returning_Visitor,False,26.0,0.0,24.0,2252.0334,0.0,43171.234,0.0,0.2,361.76373,1.0,False
Aug,2,12,4,7,New_Visitor,True,26.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.0,0.0,0.0,False
Oct,2,4,8,4,New_Visitor,False,26.0,0.0,24.0,2252.0334,705.0,43171.234,0.2,0.0,361.76373,1.0,False
May,3,2,5,9,Other,True,26.0,0.0,24.0,0.0,0.0,0.0,0.2,0.0,361.76373,0.0,False
Sep,4,2,1,3,Returning_Visitor,True,0.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.0,361.76373,0.0,False
Feb,8,2,1,1,Returning_Visitor,False,26.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,False
Oct,2,12,1,19,New_Visitor,True,0.0,0.0,24.0,0.0,705.0,0.0,0.0,0.2,361.76373,1.0,False
Sep,5,2,3,2,Other,False,26.0,0.0,24.0,0.0,705.0,43171.234,0.2,0.2,361.76373,1.0,False
Sep,2,5,9,2,New_Visitor,False,26.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.0,234.23615,0.0,False
Nov,7,2,3,14,New_Visitor,False,26.0,2635.5168,24.0,2252.0334,0.0,43171.234,0.2,0.2,0.0,0.0,False
Nov,2,1,6,17,New_Visitor,False,0.0,2720.5,24.0,0.0,705.0,43171.234,0.2,0.2,0.0,1.0,False
May,2,2,3,2,Returning_Visitor,False,0.0,0.0,0.0,2252.0334,705.0,0.0,0.2,0.2,361.76373,1.0,False
Mar,7,11,9,19,Returning_Visitor,False,26.0,0.0,0.0,301.7563,705.0,43171.234,0.2,0.2,361.76373,1.0,True
May,7,10,4,4,Returning_Visitor,False,26.0,2720.5,24.0,0.0,0.0,0.0,0.0,0.0,361.76373,1.0,False
Nov,6,13,3,8,Other,True,0.0,2720.5,0.0,2252.0334,705.0,43171.234,0.0,0.0,0.0,0.0,False
May,2,2,7,1,New_Visitor,False,0.0,0.0,0.0,2252.0334,705.0,0.0,0.2,0.0,0.0,1.0,False
Oct,8,3,3,14,New_Visitor,False,26.0,2720.5,24.0,0.0,0.0,43171.234,0.0,0.2,361.76373,0.0,False
Jul,1,11,1,1,Returning_Visitor,True,26.0,0.0,24.0,0.0,2.0,43171.234,0.0,0.16295375,361.76373,0.0,False
Feb,6,1,9,2,Returning_Visitor,True,26.0,2720.5,24.0,2252.0334,0.0,0.0,0.2,0.0,0.0,0.0,False
Sep,3,2,1,1,New_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.76373,0.0,False
Aug,2,6,1,8,New_Visitor,True,26.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.0,361.76373,0.0,False
Nov,2,2,7,15,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,43171.234,0.0,0.0,361.76373,0.0,False
Mar,3,2,4,6,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,17.0,0.0,0.0,0.2,0.0,1.0,False
Mar,2,5,6,2,Other,True,26.0,0.0,24.0,0.0,705.0,0.0,0.0,0.2,0.0,0.0,True
Jul,1,1,1,2,Returning_Visitor,True,0.0,0.0,24.0,2252.0334,0.0,0.0,0.2,0.2,0.0,0.0,False
Nov,2,3,4,1,Returning_Visitor,False,0.0,2720.5,24.0,2252.0334,0.0,43171.234,0.2,0.0,361.76373,0.0,False
Jul,7,8,5,1,New_Visitor,True,0.0,0.0,24.0,2252.0334,0.0,0.0,0.2,0.0,361.76373,1.0,False
June,1,2,3,11,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,0.0,0.0,0.2,0.2,361.76373,1.0,False
June,1,4,1,14,Returning_Visitor,True,0.0,0.0,24.0,0.0,705.0,43171.234,0.0,0.0,0.0,0.0,False
May,2,2,1,2,Returning_Visitor,False,26.0,2720.5,24.0,2251.6118,705.0,43171.234,0.0,0.0,0.0,1.0,True
Feb,4,9,4,2,New_Visitor,False,26.0,0.0,0.0,0.0,705.0,43171.234,0.0,0.0,361.76373,0.0,True
Mar,2,9,4,10,Returning_Visitor,False,26.0,0.0,24.0,2252.0334,705.0,43171.234,0.2,0.2,0.0,0.0,False
Aug,8,3,3,3,Returning_Visitor,True,26.0,0.0,24.0,2252.0334,705.0,0.0,0.2,0.2,361.76373,0.0,False
May,3,5,3,12,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,705.0,0.0,0.2,0.0,361.76373,1.0,False
Oct,3,6,4,11,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,43171.234,0.2,0.2,361.76373,0.0,False
May,2,10,3,8,Returning_Visitor,False,26.0,0.0,0.0,2252.0334,705.0,43171.234,0.0,0.0,361.76373,1.0,False
Nov,1,2,5,19,New_Visitor,True,26.0,2720.5,24.0,0.0,0.0,43171.234,0.2,0.0,0.0,1.0,False
May,3,2,5,7,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,43171.234,0.2,0.2,361.76373,1.0,False
Sep,8,2,7,13,New_Visitor,False,26.0,2720.5,1.0,0.0,705.0,43171.234,0.0,0.2,0.0,1.0,False
June,8,12,3,10,Returning_Visitor,False,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,361.76373,0.0,True
Feb,2,10,4,2,Returning_Visitor,False,26.0,0.0,0.0,0.0,705.0,43171.234,0.2,0.0,361.76373,0.0,False
May,1,1,2,14,New_Visitor,False,0.0,2720.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
Feb,3,3,3,20,Other,False,26.0,0.0,0.0,2252.0334,705.0,43171.234,0.2,0.2,0.0,0.0,True
Mar,8,1,9,3,Returning_Visitor,True,26.0,0.0,24.0,0.0,0.0,43171.234,0.2,0.0,361.76373,1.0,False
Nov,2,2,2,10,New_Visitor,False,0.0,2720.5,0.0,0.0,705.0,0.0,0.0,0.0,0.0,1.0,False
Mar,3,2,2,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,43171.234,0.0,0.0,0.0,1.0,False
Nov,4,2,3,13,Returning_Visitor,False,26.0,2720.5,0.0,2252.0334,0.0,43171.234,0.2,0.2,49.649075,1.0,False
Jul,4,2,3,12,Returning_Visitor,False,26.0,0.0,0.0,0.0,705.0,0.0,0.2,0.2,0.0,0.0,True
May,2,8,3,2,New_Visitor,False,0.0,0.0,24.0,2252.0334,0.0,0.0,0.0,0.2,0.0,0.0,False
Nov,8,4,2,2,New_Visitor,False,26.0,2720.5,24.0,2252.0334,0.0,43171.234,0.0,0.0,0.0,0.0,False
Sep,8,2,4,12,Other,True,0.0,2720.5,24.0,2252.0334,0.0,0.0,0.2,0.0,361.76373,0.0,False
June,8,8,1,9,Returning_Visitor,False,0.0,2720.5,24.0,2252.0334,705.0,43171.234,0.0,0.2,0.0,0.0,False
May,3,2,2,1,Returning_Visitor,False,0.0,0.0,0.0,2252.0334,0.0,0.0,0.2,0.0,0.0,1.0,False
Aug,2,12,5,6,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,43171.234,0.2,0.2,361.76373,1.0,False
Dec,6,2,7,19,Returning_Visitor,False,26.0,0.0,24.0,2252.0334,0.0,0.0,0.2,0.0,0.0,0.0,False
Feb,1,8,1,2,Returning_Visitor,True,0.0,2720.5,0.0,0.0,0.0,43171.234,0.0,0.0,361.76373,1.0,True
Jul,4,1,4,10,Other,False,0.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.2,0.0,1.0,False
May,2,2,3,2,Returning_Visitor,False,0.0,0.0,0.0,2252.0334,705.0,0.0,0.2,0.2,361.76373,0.0,False
Nov,1,1,1,13,Returning_Visitor,True,0.0,0.0,24.0,0.0,705.0,0.0,0.2,0.0,361.76373,1.0,False
Dec,2,11,9,4,Returning_Visitor,True,26.0,0.0,24.0,0.0,705.0,0.0,0.2,0.0,361.76373,1.0,False
Mar,3,1,8,13,Other,False,0.0,0.0,24.0,2251.7073,705.0,43171.234,0.2,0.057142857,361.76373,1.0,True
Nov,4,5,6,10,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,705.0,0.0,0.0,0.0,0.0,0.0,False
Mar,1,1,4,20,New_Visitor,False,7.0,0.0,0.0,2252.0334,0.0,43171.234,0.2,0.2,361.76373,0.0,False
May,6,4,8,8,Other,True,0.0,2720.5,24.0,0.0,705.0,0.0,0.0,0.0,361.76373,1.0,False
Mar,2,2,8,1,Returning_Visitor,False,0.0,2720.5,0.0,2252.0334,0.0,13222.69,0.2,0.0,0.0,1.0,True
Oct,3,2,3,5,New_Visitor,True,26.0,2720.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Nov,1,9,8,8,New_Visitor,False,26.0,0.0,24.0,0.0,705.0,43171.234,0.0,0.0,0.0,1.0,False
Nov,1,4,8,2,Returning_Visitor,True,26.0,0.0,24.0,0.0,705.0,43168.242,0.2,0.2,361.76373,0.0,False
Dec,3,3,2,6,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,0.0,0.0,0.2,0.2,361.76373,0.0,False
Jul,2,5,5,18,Other,True,26.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.0,0.0,0.0,True
Oct,4,2,2,16,Returning_Visitor,True,26.0,2720.5,24.0,0.0,705.0,43171.234,0.2,0.2,361.76373,1.0,False
Dec,3,1,5,10,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,0.0,0.0,0.2,0.0,361.76373,1.0,False
Jul,2,1,2,8,Other,True,26.0,2720.5,24.0,0.0,0.0,43171.234,0.0,0.0,0.0,0.0,False
Sep,2,12,2,5,New_Visitor,False,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Feb,4,13,4,15,Returning_Visitor,True,0.0,2720.5,0.0,2064.5981,0.0,43171.234,0.2,0.0,0.0,0.0,False
May,3,1,1,2,Returning_Visitor,False,0.0,2720.5,0.0,2252.0334,705.0,43171.234,0.2,0.0,0.0,1.0,False
Nov,3,3,7,13,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,0.0,0.0,0.0,361.76373,0.0,False
Nov,2,2,4,5,Returning_Visitor,False,26.0,1377.248,24.0,0.0,0.0,0.0,0.0,0.2,361.76373,1.0,False
Dec,1,9,5,5,Returning_Visitor,True,0.0,0.0,24.0,0.0,0.0,0.0,0.2,0.2,361.76373,1.0,True
Feb,8,13,8,9,Returning_Visitor,True,26.0,2720.5,0.0,2252.0334,0.0,43171.234,0.0,0.2,361.76373,1.0,False
Oct,2,2,3,13,Returning_Visitor,False,26.0,2720.5,0.0,2252.0334,0.0,43171.234,0.0,0.0,361.76373,1.0,False
Dec,7,1,2,4,Other,False,26.0,2720.5,24.0,2252.0334,1.0,0.0,0.2,0.2,361.76373,1.0,False
May,3,7,9,17,Other,True,0.0,0.0,24.0,2252.0334,705.0,0.0,0.2,0.0,361.76373,1.0,True
Jul,4,13,8,10,New_Visitor,True,0.0,0.0,24.0,0.0,705.0,0.0,0.0,0.2,361.76373,0.0,False
May,2,6,2,4,Returning_Visitor,False,0.0,0.0,0.0,2252.0334,705.0,43171.234,0.0,0.2,329.4424,0.0,False
Oct,2,2,4,7,New_Visitor,False,26.0,2720.5,0.0,0.0,0.0,43171.234,0.2,0.2,0.0,0.0,False
May,4,2,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,705.0,0.0,0.0,0.0,0.0,1.0,False
May,2,2,1,4,Returning_Visitor,False,0.0,2720.5,0.0,2252.0334,705.0,0.0,0.0,0.2,361.76373,1.0,False
Mar,6,4,2,2,Other,False,26.0,2720.5,24.0,2252.0334,0.0,0.0,0.0,0.2,310.9134,1.0,False
May,1,2,3,3,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,0.0,0.2,0.0,0.0,1.0,False
Dec,2,7,2,16,Returning_Visitor,True,26.0,0.0,0.0,0.0,705.0,43171.234,0.2,0.2,361.76373,1.0,False
Oct,5,2,1,2,New_Visitor,False,26.0,2720.5,24.0,0.0,705.0,43171.234,0.0,0.02,361.76373,0.0,False
