Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue
Aug,2,2,4,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,43171.234,0.2,0.2,0.0,1.0,False
Nov,2,2,1,3,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,46.0,0.0,0.0,0.2,361.76373,1.0,False
May,8,5,1,13,Returning_Visitor,False,8.0,0.0,2.0,0.0,69.0,0.0,0.2,0.2,0.0,0.0,False
Sep,8,13,1,4,Returning_Visitor,True,0.0,0.0,23.0,2252.0334,397.0,0.0,0.0,0.2,361.76373,1.0,False
Nov,4,2,4,13,Returning_Visitor,False,15.0,75.09669,0.0,0.0,49.0,0.0,0.2,0.2,361.76373,0.0,False
May,2,2,3,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Dec,8,2,1,1,New_Visitor,False,0.0,2720.5,0.0,0.0,705.0,43171.234,0.2,0.0,0.0,0.0,False
Nov,1,9,1,4,Returning_Visitor,True,26.0,2720.5,24.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,False
Nov,4,2,9,4,Returning_Visitor,False,0.0,0.0,24.0,0.0,705.0,0.0,0.2,0.0,361.76373,0.0,True
Nov,8,9,1,10,Other,True,26.0,0.0,24.0,0.0,705.0,43171.234,0.0,0.0,0.0,0.0,False
Dec,2,5,1,2,New_Visitor,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06622835,361.76373,0.0,False
May,2,2,1,3,Returning_Visitor,False,13.0,1000.6403,6.0,0.0,108.0,3506.1653,0.0,0.011099339,361.76373,0.0,False
Nov,4,1,1,2,Returning_Visitor,False,26.0,2716.7026,24.0,0.0,1.0,0.0,0.2,0.2,0.0,1.0,False
May,1,5,9,2,Returning_Visitor,False,0.0,0.0,18.0,0.0,156.0,19.0,0.2,0.005040495,0.0,1.0,True
May,2,2,5,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,False
Sep,2,2,1,2,Returning_Visitor,False,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
Mar,2,2,2,13,Returning_Visitor,False,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
May,2,2,2,10,Returning_Visitor,False,26.0,2720.5,21.0,0.0,157.0,0.0,0.0,0.039394654,0.0,0.0,False
Dec,2,2,1,6,Returning_Visitor,False,26.0,0.0,24.0,2252.0334,0.0,0.0,0.0,0.2,0.0,0.0,False
May,2,2,3,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,695.0,2857.948,0.0,0.011111111,0.0,1.0,True
May,2,5,1,6,Returning_Visitor,False,8.0,239.34912,22.0,2252.0334,705.0,43171.234,0.0,0.2,0.0,0.0,False
Mar,1,2,3,13,Returning_Visitor,False,3.0,0.0,0.0,0.0,2.0,117.52531,0.0,0.1110313,0.0,0.0,False
May,2,1,1,2,New_Visitor,False,0.0,36.87395,4.0,0.0,1.0,0.0,0.0,0.0125,0.0,0.0,False
Dec,3,2,3,13,Returning_Visitor,False,11.0,778.48285,2.0,0.0,37.0,781.2621,0.0,0.002951635,361.56528,0.0,False
Dec,8,1,1,1,New_Visitor,False,25.0,2720.5,24.0,2252.0334,0.0,306.60474,0.0,0.005260885,361.76373,0.0,False
Feb,2,1,1,4,Returning_Visitor,False,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Nov,1,2,9,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,705.0,0.0,0.2,0.2,0.0,1.0,False
Mar,8,2,6,2,Returning_Visitor,False,0.0,2720.5,0.0,0.0,0.0,0.0,0.2,0.2,361.76373,0.0,False
Mar,1,2,1,3,New_Visitor,True,6.0,2720.5,4.0,0.0,705.0,43167.81,0.2,0.0,0.0,0.0,False
Dec,1,2,1,4,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,396.0,0.0,0.2,0.0,0.0,1.0,False
Mar,2,2,7,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.025,0.0,0.0,False
Nov,2,2,4,2,Returning_Visitor,False,10.0,0.0,0.0,0.0,705.0,29.551453,0.2,0.2,0.0,0.0,False
Nov,3,8,4,2,Returning_Visitor,True,26.0,0.0,24.0,0.0,4.0,43171.234,0.0,0.0027686278,0.0,0.0,False
Mar,3,2,9,10,Returning_Visitor,True,26.0,2720.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
May,2,5,1,1,Returning_Visitor,False,12.0,1413.7416,24.0,2252.0334,562.0,0.0,0.2,0.2,0.0,0.0,False
Nov,2,2,1,2,Returning_Visitor,False,1.0,2720.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,True
May,8,2,9,4,Returning_Visitor,False,9.0,0.0,0.0,2252.0334,6.0,43171.234,0.2,0.2,361.76373,0.0,False
May,8,4,1,2,Returning_Visitor,False,20.0,2720.5,14.0,2252.0334,91.0,0.0,0.0,0.0,0.0,0.0,False
Mar,1,6,3,4,Returning_Visitor,True,25.0,0.0,24.0,0.0,0.0,0.0,0.0,0.2,361.76373,0.0,False
Nov,3,2,4,11,Returning_Visitor,False,14.0,2714.5928,7.0,2252.0334,468.0,14724.578,0.064863466,0.004545455,0.0,0.0,True
Sep,1,2,3,4,Returning_Visitor,False,21.0,2720.5,0.0,0.0,1.0,262.53113,0.0,0.0,0.0,0.0,False
Aug,1,1,3,2,Returning_Visitor,True,0.0,2720.5,0.0,0.0,705.0,43171.234,0.0,0.2,361.76373,0.0,False
Nov,1,2,6,6,New_Visitor,False,0.0,0.0,24.0,2252.0334,0.0,0.0,0.2,0.2,0.0,0.0,False
Mar,2,2,5,3,Returning_Visitor,False,0.0,0.0,23.0,0.0,2.0,0.0,0.0,0.2,361.76373,1.0,False
May,8,4,9,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,12.0,454.29337,0.0,0.0,0.0,1.0,False
Sep,1,1,3,2,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,445.0,0.0,0.0,0.0,361.76373,1.0,False
Aug,3,4,1,8,Returning_Visitor,True,25.0,55.424824,0.0,0.0,0.0,0.0,0.0,0.1,361.76373,0.0,False
Mar,2,5,3,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,27.0,1480.0417,0.0,0.031898513,0.0,1.0,True
Sep,2,2,4,1,Returning_Visitor,True,11.0,2720.5,0.0,2252.0334,704.0,43171.234,0.2,0.0,361.76373,0.0,False
Dec,3,2,6,4,New_Visitor,True,26.0,2720.5,24.0,2252.0334,705.0,1076.7183,0.0,0.0,361.76373,0.0,False
Sep,8,1,2,1,Returning_Visitor,False,26.0,0.0,0.0,2252.0334,704.0,43168.336,0.0,0.0,0.0,1.0,True
Nov,3,2,1,3,New_Visitor,False,0.0,0.0,1.0,2252.0334,0.0,0.0,0.0,0.0,0.0,0.0,False
Mar,8,1,1,20,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,False
Sep,8,2,2,10,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Sep,2,1,1,8,New_Visitor,False,26.0,2720.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Nov,2,2,2,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,705.0,43136.836,0.014285714,0.2,0.0,0.0,False
Sep,1,2,4,2,New_Visitor,False,26.0,0.0,24.0,2252.0334,705.0,43171.234,0.2,0.0,361.76373,0.0,False
Nov,2,2,9,1,Returning_Visitor,False,7.0,68.597466,2.0,0.0,40.0,331.1365,0.2,0.2,0.0,0.0,False
Nov,1,2,1,3,Returning_Visitor,False,0.0,405.76984,0.0,0.0,691.0,43171.234,0.2,0.2,0.0,0.0,False
Dec,2,9,1,2,Returning_Visitor,True,26.0,2720.5,24.0,2252.0334,705.0,43171.234,0.2,0.009933901,359.26468,0.0,False
May,2,2,3,13,Returning_Visitor,False,6.0,78.517654,0.0,0.0,88.0,9110.159,0.0,0.007394543,17.3306,0.0,True
Sep,8,2,1,2,New_Visitor,False,26.0,2720.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Mar,1,1,1,7,New_Visitor,False,15.0,2720.5,0.0,9.0,1.0,0.0,0.2,0.2,0.0,0.0,False
Nov,3,1,7,2,New_Visitor,False,0.0,0.0,0.0,0.0,8.0,193.69862,0.0,0.044444446,0.0,0.0,False
May,2,2,1,10,Returning_Visitor,False,0.0,0.0,0.0,0.0,53.0,2911.9053,0.2,0.0,134.93976,1.0,False
Nov,3,9,3,9,Returning_Visitor,True,0.0,2720.5,24.0,2252.0334,0.0,0.0,0.0,0.2,361.76373,0.0,True
Nov,2,2,1,20,New_Visitor,False,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.003333333,361.76373,0.0,False
May,2,2,1,3,Returning_Visitor,False,18.0,0.0,0.0,2252.0334,23.0,0.0,0.0,0.0021211568,361.76373,0.0,False
Mar,1,2,3,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,12.0,0.2,0.2,0.0,0.0,False
Nov,3,1,1,1,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,43171.234,0.2,0.2,0.0,0.0,True
Mar,3,2,9,3,Returning_Visitor,False,10.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Sep,8,2,4,5,Returning_Visitor,False,2.0,1085.7185,24.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,False
Jul,2,4,8,2,Returning_Visitor,True,0.0,0.0,24.0,2251.914,0.0,0.0,0.2,0.2,361.73746,0.0,False
Mar,1,1,1,2,Returning_Visitor,False,26.0,0.0,0.0,2252.0334,705.0,43171.234,0.2,0.0,361.76373,0.0,False
Aug,8,2,4,4,Returning_Visitor,False,0.0,2710.801,0.0,0.0,113.0,43171.234,0.0,0.014285714,0.0,1.0,False
Mar,4,2,3,1,Returning_Visitor,False,26.0,2720.5,24.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,True
Mar,2,2,2,2,New_Visitor,False,0.0,0.0,19.0,0.0,38.0,0.0,0.0,0.0,337.47107,0.0,False
Mar,2,2,1,11,Returning_Visitor,False,0.0,0.0,0.0,0.0,1.0,180.01907,0.0,0.021034038,0.0,0.0,False
Feb,2,1,8,2,Returning_Visitor,False,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,True
Mar,3,2,1,10,New_Visitor,False,26.0,0.0,0.0,0.0,8.0,0.0,0.0,0.2,361.76373,0.0,False
Sep,2,2,1,3,Returning_Visitor,False,0.0,2720.5,0.0,0.0,12.0,1710.9037,0.2,0.0027357715,0.0,0.0,False
Nov,2,1,1,10,Returning_Visitor,True,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Sep,2,3,2,6,Returning_Visitor,True,0.0,0.0,0.0,0.0,80.0,0.0,0.2,0.0,0.0,0.0,False
Dec,3,10,1,3,Returning_Visitor,False,25.0,0.0,24.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,False
June,2,2,9,13,Returning_Visitor,False,26.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,False
May,8,9,1,2,Returning_Visitor,True,26.0,0.0,0.0,0.0,639.0,0.0,0.0,0.2,49.492558,1.0,False
May,1,2,1,13,Returning_Visitor,False,0.0,2490.69,24.0,2252.0334,0.0,0.0,0.2,0.2,0.0,1.0,False
Dec,3,2,1,1,New_Visitor,False,26.0,2119.8223,0.0,2252.0334,13.0,43132.93,0.0,0.0,361.76373,0.0,False
Nov,8,5,9,4,New_Visitor,False,23.0,2720.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False
Mar,8,4,1,3,New_Visitor,False,25.0,2720.5,6.0,2252.0334,2.0,0.0,0.0,0.0023534303,0.0,0.0,False
Nov,1,4,1,4,Returning_Visitor,True,1.0,0.0,0.0,0.0,67.0,11204.491,0.0,0.002708528,361.76373,0.0,False
Mar,2,5,1,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,27.0,1240.5465,0.0,0.005092132,0.0,0.0,False
Jul,2,10,4,20,Returning_Visitor,True,26.0,2720.5,0.0,2252.0334,7.0,43171.234,0.0,0.04805363,361.76373,0.0,True
Dec,2,2,3,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,705.0,43171.234,0.2,0.0053628185,0.0,0.0,False
Nov,2,2,3,1,Returning_Visitor,True,0.0,0.0,0.0,0.0,3.0,136.04015,0.0,0.11933027,0.0,0.0,True
May,2,2,8,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,16.0,6778.6245,0.0,0.010526316,0.0,1.0,True
May,2,2,5,2,Returning_Visitor,True,26.0,0.0,24.0,2252.0334,70.0,0.0,0.2,0.2,0.0,1.0,False
Nov,2,2,1,6,New_Visitor,False,26.0,2720.5,0.0,0.0,329.0,14386.761,0.0,0.0,192.0857,0.0,False
May,8,1,6,6,Returning_Visitor,False,0.0,85.28578,5.0,0.0,0.0,42226.285,0.0,0.2,0.0,1.0,False
Nov,2,4,8,2,New_Visitor,False,0.0,158.2973,2.0,0.0,4.0,58.239094,0.0,0.00077413506,0.0,0.0,False
Sep,1,1,1,3,New_Visitor,False,0.0,0.0,24.0,0.0,705.0,43171.234,0.0,0.0,0.0,1.0,False
May,2,2,6,3,Returning_Visitor,False,23.0,0.0,24.0,2252.0334,172.0,43171.234,0.2,0.2,361.76373,0.0,False
Aug,2,1,1,13,Returning_Visitor,False,0.0,0.0,0.0,0.0,703.0,0.0,0.2,0.2,0.0,0.0,False
May,3,10,1,2,Returning_Visitor,False,5.0,184.56699,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Oct,2,1,3,1,New_Visitor,False,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.0,1.0,False
May,4,2,1,2,New_Visitor,True,0.0,0.0,6.0,2252.0334,0.0,0.0,0.008663532,0.2,0.0,0.0,False
Nov,2,2,2,4,New_Visitor,False,26.0,2720.5,24.0,332.1216,657.0,7071.578,0.0,0.05,361.76373,0.0,False
Mar,2,4,7,1,Returning_Visitor,False,26.0,2720.5,15.0,2252.0334,542.0,8686.512,0.0,0.0,0.0,0.0,False
Mar,1,1,7,2,Returning_Visitor,True,0.0,0.0,10.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,False
Jul,3,2,9,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Dec,2,2,2,4,Returning_Visitor,False,0.0,346.70087,0.0,0.0,27.0,25634.77,0.0,0.05212657,0.0,0.0,False
Nov,8,8,6,1,New_Visitor,False,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Nov,2,9,1,2,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,705.0,43171.234,0.2,0.2,361.76373,0.0,True
May,3,8,1,2,New_Visitor,False,6.0,278.96323,0.0,0.0,1.0,102.78116,0.0,0.0,0.0,0.0,False
May,3,8,9,2,Returning_Visitor,True,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Mar,2,2,1,9,Returning_Visitor,False,0.0,0.0,24.0,2252.0334,0.0,0.0,0.0,0.2,361.76373,1.0,False
Nov,2,2,4,4,Returning_Visitor,True,0.0,0.0,9.0,578.1343,563.0,43162.676,0.0,0.0,0.0,0.0,False
Oct,2,1,9,1,Returning_Visitor,True,0.0,2720.5,0.0,2252.0334,604.0,43171.234,0.0,0.0,361.76373,0.0,False
Nov,1,2,1,2,Returning_Visitor,False,1.0,0.0,0.0,0.0,6.0,4.157155,0.0,0.007414567,0.0,0.0,False
Sep,1,1,1,2,Returning_Visitor,False,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
May,2,10,2,2,Returning_Visitor,False,0.0,273.50864,0.0,0.0,0.0,0.0,0.0,0.020162567,5.791243,1.0,False
Nov,3,1,4,8,Returning_Visitor,True,0.0,0.0,0.0,2252.0334,0.0,9337.494,0.2,0.2,361.76373,0.0,False
Dec,2,5,1,2,Returning_Visitor,False,26.0,2720.5,24.0,0.0,681.0,43005.414,0.0,0.0,0.0,0.0,False
Nov,1,1,1,9,Returning_Visitor,False,0.0,0.0,2.0,61.602047,0.0,0.0,0.2,0.2,361.76373,0.0,False
Nov,2,2,9,20,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,True
May,8,9,4,2,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,705.0,0.0,0.2,0.0,361.76373,0.0,False
May,2,2,3,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,0.0,0.0,0.036363635,0.2,0.0,0.0,False
June,1,1,1,2,Returning_Visitor,False,0.0,202.7662,0.0,0.0,705.0,43171.234,0.2,0.06226501,0.0,0.0,False
Nov,2,2,2,20,New_Visitor,True,26.0,0.0,24.0,0.0,705.0,0.0,0.2,0.2,0.0,0.0,False
Sep,1,2,4,2,Returning_Visitor,False,6.0,2720.5,24.0,2252.0334,705.0,0.0,0.0,0.0,0.0,0.0,False
Nov,2,2,1,2,New_Visitor,False,0.0,0.0,0.0,874.92584,6.0,111.66739,0.0,0.012306882,0.0,0.0,False
May,2,2,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,13.0,54.39238,0.2,0.2,0.0,1.0,True
Mar,8,2,6,2,Returning_Visitor,True,26.0,2720.5,24.0,0.0,705.0,43171.234,0.2,0.0,361.76373,0.0,False
May,2,2,1,3,Returning_Visitor,False,2.0,0.0,0.0,0.0,30.0,0.0,0.2,0.2,0.0,0.0,False
Nov,2,1,1,2,Returning_Visitor,False,0.0,0.0,0.0,0.0,22.0,909.6149,0.0,0.017242836,0.0,0.0,False
Nov,2,1,7,2,Returning_Visitor,False,26.0,428.81134,0.0,2252.0334,0.0,0.0,0.2,0.2,0.0,0.0,False
Nov,2,1,4,2,Returning_Visitor,False,19.0,2720.5,4.0,352.1666,42.0,1409.0162,0.0,0.0,0.0,0.0,False
May,2,2,9,2,Returning_Visitor,False,0.0,2720.5,0.0,0.0,705.0,43006.508,0.2,0.2,361.76373,0.0,False
Nov,8,9,4,4,Returning_Visitor,True,26.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,False
Mar,3,2,1,3,Returning_Visitor,False,26.0,2720.5,0.0,0.0,1.0,12445.751,0.0,0.077778906,361.76373,0.0,False
Dec,2,2,2,3,Returning_Visitor,False,2.0,0.0,1.0,0.0,40.0,1633.8406,0.029589336,0.03333333,0.0,0.0,False
Nov,1,2,1,3,Returning_Visitor,False,9.0,2720.5,0.0,0.0,7.0,343.6394,0.0,0.011441468,0.0,0.8,False
Nov,2,2,3,13,Returning_Visitor,False,3.0,0.0,0.0,0.0,35.0,1858.2618,0.0,0.016666668,361.76373,0.0,True
May,2,2,9,4,Returning_Visitor,True,26.0,0.0,0.0,2252.0334,0.0,0.0,0.0,0.2,0.0,0.0,True
Jul,3,2,2,4,Returning_Visitor,True,18.0,2720.5,1.0,0.0,693.0,8622.55,0.0,0.0,0.0,0.0,False
Sep,8,5,9,3,New_Visitor,False,0.0,0.0,24.0,0.0,705.0,0.0,0.0,0.2,0.0,1.0,False
Jul,2,2,1,2,Returning_Visitor,False,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.030236343,0.0,0.0,True
Dec,2,2,1,2,Returning_Visitor,False,0.0,0.0,4.0,0.0,705.0,43171.234,0.2,0.024256395,0.0,1.0,False
Nov,1,1,1,13,Returning_Visitor,False,0.0,0.0,24.0,0.0,8.0,31.090239,0.0,0.011905346,0.0,0.0,True
Nov,8,2,9,13,Returning_Visitor,True,26.0,2720.5,0.0,0.0,0.0,0.0,0.0,0.0,361.76373,0.0,False
May,1,1,1,6,Returning_Visitor,False,0.0,2720.5,24.0,2251.1433,0.0,43171.234,0.0,0.0,361.76373,1.0,False
May,1,2,6,4,Returning_Visitor,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,False
May,1,2,4,11,Returning_Visitor,False,25.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,False
Dec,8,2,8,20,New_Visitor,False,22.0,2720.5,23.0,0.0,0.0,0.0,0.0,0.019808482,0.0,0.0,False
May,3,2,1,1,New_Visitor,False,3.0,0.0,0.0,0.0,705.0,43171.234,0.0,0.2,361.76373,0.0,False
Mar,3,2,1,2,Returning_Visitor,False,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013103835,0.0,0.0,False
Nov,3,2,2,2,Returning_Visitor,False,13.0,2720.5,0.0,0.0,19.0,1048.8916,0.0,0.025030704,0.0,0.0,False
Dec,2,2,1,1,Returning_Visitor,True,26.0,2720.5,4.0,0.0,705.0,43171.234,0.030469285,0.010526316,357.13934,0.0,False
Nov,2,2,4,3,Returning_Visitor,True,0.0,0.0,3.0,0.0,81.0,2493.649,0.0,0.010088345,0.0,0.0,False
Aug,2,1,1,8,Returning_Visitor,False,26.0,972.9384,0.0,2252.0334,0.0,0.0,0.2,0.2,361.76373,0.0,False
Nov,3,2,1,1,Returning_Visitor,False,0.0,0.0,7.0,2252.0334,4.0,0.0,0.2,0.2,0.0,0.0,False
Nov,1,2,1,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,True
Sep,2,2,2,11,Returning_Visitor,False,0.0,0.0,24.0,0.0,705.0,0.0,0.2,0.2,0.0,0.0,False
Dec,1,2,9,2,Returning_Visitor,True,0.0,2720.5,0.0,0.0,705.0,0.0,0.2,0.2,0.0,0.0,False
May,1,2,1,13,Returning_Visitor,False,26.0,0.0,24.0,2252.0334,705.0,43171.234,0.2,0.0,361.76373,0.0,False
Sep,3,2,4,2,Returning_Visitor,False,26.0,2720.5,24.0,2252.0334,12.0,0.0,0.2,0.0,4.185829,0.8,False
May,1,2,3,2,New_Visitor,False,2.0,40.330166,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,True
Nov,2,9,6,4,Returning_Visitor,False,26.0,2720.5,23.0,0.0,705.0,43171.234,0.0,0.03333333,361.76373,0.0,False
Nov,3,1,7,4,Returning_Visitor,False,0.0,0.0,2.0,518.14685,704.0,43171.234,0.2,0.2,0.0,0.0,True
Dec,3,2,1,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,False
Nov,3,2,1,2,Returning_Visitor,True,0.0,0.0,0.0,2252.0334,1.0,43171.234,0.05,0.0,0.0,1.0,False
Nov,2,2,1,3,Returning_Visitor,False,0.0,0.0,0.0,0.0,73.0,862.09283,0.2,0.2,361.76373,0.0,False
Mar,8,2,1,1,Returning_Visitor,False,0.0,0.0,0.0,0.0,40.0,1947.2556,0.0,0.0074440395,0.0,0.0,False
